3832.390858635077,387252.23232232063,622.2959362894157,2140.7424601108605,3348.1445700668974,4000.27864574506,4382.055272197998,4708.545137603893,2567.802677493032,1000
4669.899668461039,150061.29003582176,387.37745163576795,3120.389661341568,4423.189847626055,4719.664996336779,4967.037527146864,5421.113267028267,2300.7236056866986,19400
4394.2161596293545,320552.0297672773,566.1731446892172,2867.6299697638524,3964.290318930168,4342.639748676311,4892.740646537082,5421.113267028267,2553.4832972644144,5500
4313.41976839709,399777.66854348604,632.2797391530793,2807.3684554308916,3787.2705325921283,4252.166065982461,4889.670583246484,5421.113267028267,2613.7448115973752,4400
4664.050302950072,166004.6247376031,407.4366511957449,3115.6931002380734,4407.214761451337,4722.52750023359,4969.73205495965,5421.113267028267,2305.4201667901934,12500
4674.875126526862,166407.91300668035,407.9312601489133,3195.632358765305,4416.902311506545,4726.504993150308,4989.824834242806,5414.216465535513,2218.5841067702077,15000
4643.656624378891,171602.34762262346,414.24913714167644,3002.4013527140696,4381.497218635564,4696.044083681849,4948.697276069005,5421.113267028267,2418.711914314197,11300
4658.5345648158245,165775.36350549775,407.1552081276841,3055.5941482761004,4402.687765528721,4714.350078613775,4961.854289803037,5421.113267028267,2365.5191187521664,12200
4651.385908674639,168956.62430996637,411.0433362918883,2996.3170754379926,4394.173997534894,4707.509270156272,4955.039290808666,5421.113267028267,2424.7961915902742,11700
4664.587696643011,154437.3707412444,392.98520422688233,3129.3242161539447,4415.143080194282,4716.825967367441,4959.759836731848,5421.113267028267,2291.789050874322,17400
4670.285185314513,151938.6690945653,389.7931106299408,3195.632358765305,4416.027832958053,4719.789753155579,4970.349839766224,5421.113267028267,2225.4809082629617,18700
4668.507457148595,141059.160911672,375.5784350993438,3120.389661341568,4430.246097760182,4716.287643877812,4949.133923853959,5399.829760843066,2279.4400995014976,21400
4575.980502766445,214611.5590188274,463.26186872958516,2979.4798860368705,4256.193122416044,4583.633909294818,4945.096874833178,5421.113267028267,2441.6333809913963,9100
4460.45901726527,285085.1337392841,533.9336417002436,2949.45022374324,4058.6433938819564,4460.21307479838,4900.889498941657,5421.113267028267,2471.663043285027,6600
4562.882914113208,224620.57587453374,473.9415321266261,2971.7113447672036,4229.629936154353,4570.691616822309,4948.005904560351,5421.113267028267,2449.401922261063,8700
4554.063642381642,230371.8926222112,479.9707205884659,2939.6701231796605,4212.3562337190815,4559.845109404144,4947.908651492985,5421.113267028267,2481.4431438486063,8500
4315.770931628622,386751.5515509265,621.8935210716755,2771.9701692326635,3805.468568502419,4245.125091899785,4880.034682634906,5421.113267028267,2649.1430977956034,4500
4359.870900283553,337346.39573715895,580.8152853852582,2867.6299697638524,3906.8877937113234,4287.079497594467,4874.534427119248,5432.609696889995,2564.9797271261423,5100
4672.922190348768,135045.08544017386,367.484809808751,3186.3981201296388,4443.6176396913215,4718.824231784682,4947.832155682486,5421.113267028267,2234.715146898628,22400
4677.509729493824,166986.4711474975,408.63978165065805,3103.7097507997396,4415.426636381267,4738.811806510689,4989.920911790985,5421.113267028267,2317.403516228527,13600
4440.056369247174,305890.07777068735,553.0733023485109,2820.8206037896325,4029.995982790938,4414.718602689159,4895.6083152221,5421.113267028267,2600.2926632386343,6100
4591.021549862794,198893.54832373717,445.97482924907,2986.340129388204,4287.784378411895,4606.900431534002,4931.767567213543,5421.113267028267,2434.773137640063,9600
4677.763101734241,132514.60605531538,364.0255568711013,3197.99089639475,4449.042116121105,4722.978609713572,4949.370838767487,5414.216465535513,2216.2255691407627,24500
3884.234634090668,521367.6041846321,722.057895313549,2140.7424601108605,3210.546498466654,4091.6444816790513,4582.762477766877,4803.692860322579,2662.9504002117183,1100
4123.255457220473,625288.971137987,790.7521553166877,2429.882842243707,3390.448411286243,4179.668012848384,4813.663771447074,5414.216465535513,2984.333623291806,2400
4674.281152764056,166907.9502935469,408.54369447287627,3123.4152979282567,4417.097311167238,4728.821890129697,4989.618980265112,5421.113267028267,2297.69796910001,14800
4681.490930557566,132499.63414518232,364.00499192343824,3167.6576074050704,4452.797851548707,4729.96300886038,4953.417276432765,5399.829760843066,2232.1721534379953,24800
4677.68463540025,167149.27058457988,408.8389298789682,3138.838859755834,4422.915787121184,4734.248923295684,4990.060126062701,5421.113267028267,2282.2744072724327,14400
4676.623868827966,167185.20054107514,408.8828689748143,3090.268327930692,4416.162597289263,4738.331330591019,4990.27258638848,5421.113267028267,2330.8449390975748,13400
4668.931875088149,163291.87480337857,404.0938935487377,3205.692314343384,4412.34092992674,4716.7873979793,4972.329400097886,5421.113267028267,2215.4209526848826,16000
4099.83417545568,483225.9325002728,695.1445407253608,2621.640751454812,3472.311943616194,4078.983138913916,4704.13461610134,5421.113267028267,2799.472515573455,3100
4634.9763793336315,173613.10018240032,416.6690535453771,2979.5906438067423,4367.112140610108,4682.587929120858,4942.623117580365,5421.113267028267,2441.5226232215246,11000
4598.497870720873,189105.06809270396,434.86212538309655,2974.920912832326,4305.485524646947,4625.501931359483,4925.906054740848,5421.113267028267,2446.192354195941,10000
4111.103018874129,469494.87846653344,685.196963264238,2589.8228187002287,3494.5427820771274,4087.0319942275737,4698.086809044173,5421.113267028267,2831.290448328038,3200
4666.0149515380235,157501.5584264848,396.8646600876485,3156.096780741899,4408.906831937692,4720.023849717479,4960.829679548162,5421.113267028267,2265.016486286368,16900
4679.904495169444,133329.80338197853,365.1435380531587,3240.055228126611,4448.111886435261,4728.132235141234,4952.175115906644,5399.829760843066,2159.774532716455,23600
4672.93061813772,149465.05907681392,386.607112035997,3176.0441935239733,4423.692644285068,4719.067393470632,4968.233895350407,5399.829760843066,2223.7855673190925,19800
4670.9425962357855,166889.71574648857,408.5213773433265,3155.2500709630963,4410.781822949316,4721.877441418781,4980.771599403126,5414.216465535513,2258.9663945724164,15400
4084.3944427172432,517106.68183050683,719.1013015080051,2547.4929134159856,3428.8437595557234,4072.9949283912447,4704.13461610134,5414.216465535513,2866.723552119527,2900
4536.490829512311,244910.64818985516,494.884479641315,2934.4026342168745,4171.271190215818,4543.63154240818,4940.59236781246,5421.113267028267,2486.7106328113923,8000
4670.950808903352,145973.1491230418,382.06432589688586,3191.496630854983,4424.4301832433375,4719.022026522518,4956.306207125388,5392.028290104244,2200.531659249261,20700
4669.687775445354,145771.20709549825,381.7999569087171,3210.0306352841976,4423.696747542414,4717.582986446825,4953.738695370892,5421.113267028267,2211.082631744069,20600
4675.40209761422,134163.00582963956,366.28268568093625,3214.947714780742,4445.235188299638,4725.110708610882,4949.206644517313,5399.829760843066,2184.8820460623238,23000
4681.351852545102,133992.86003691042,366.0503517781542,3140.906458980785,4455.247542800876,4726.0837133848945,4955.039290808666,5421.113267028267,2280.206808047482,24300
4641.100243583773,172344.04846743922,415.1434071106504,3020.3172354559824,4375.944296283595,4691.709769488056,4947.877621326911,5421.113267028267,2400.7960315722844,11200
